name,characteristics,cost_in_game,image
Diablo's Horn,uber organ / opens Uber Tristram,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Baal's Eye,uber organ / opens Uber Tristram,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Mephisto's Brain,uber organ / opens Uber Tristram,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Token of Absolution,consumable / resets skills and stats,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2234%22%20y%3D%2226%22%20width%3D%2232%22%20height%3D%2248%22%20rx%3D%223%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2236%22%20width%3D%2220%22%20height%3D%223%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2246%22%20width%3D%2220%22%20height%3D%223%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2256%22%20width%3D%2214%22%20height%3D%223%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Standard of Heroes,uber Tristram drop / collectible,50,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C97C3A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2234%22%20y%3D%2226%22%20width%3D%2232%22%20height%3D%2248%22%20rx%3D%223%22%20fill%3D%22%23C97C3A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2236%22%20width%3D%2220%22%20height%3D%223%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2246%22%20width%3D%2220%22%20height%3D%223%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2256%22%20width%3D%2214%22%20height%3D%223%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Monarch (4 sockets),shield base / for Spirit,600,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C24%20L72%2C24%20L72%2C50%20Q72%2C76%2050%2C86%20Q28%2C76%2028%2C50%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2226%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2230%22%20y1%3D%2242%22%20x2%3D%2270%22%20y2%3D%2242%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%224%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Phase Blade (4 sockets),indestructible sword base / Spirit/Grief/CtA,150,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
"Colossus Blade (eth, 6 sockets)",two-hand sword base / Grief,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
"Berserker Axe (eth, 6 sockets)",axe base / Beast / Death,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
"Thresher (eth, 4 sockets)",polearm base / Insight / Infinity,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
"Cryptic Axe (eth, 4 sockets)",polearm base / Insight / Pride,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
"Great Poleaxe (eth, 4 sockets)",polearm base / endgame runewords,250,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
"Archon Plate (eth, 4 sockets)",lightest body base / Enigma / CoH,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
"Dusk Shroud (eth, 4 sockets)",light caster body base / runewords,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Diadem (rare/crafted),top caster circlet base / +skills affixes,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C54%20a22%2C22%200%200%201%2044%2C0%20L72%2C76%20L28%2C76%20Z%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2228%22%20y%3D%2256%22%20width%3D%2244%22%20height%3D%223%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2248%22%20y%3D%2259%22%20width%3D%224%22%20height%3D%2217%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Crystal Sword (4 sockets),cheap base / Spirit leveling,50,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C8CCD6%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C8CCD6%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C8CCD6%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Tal Rasha's Lidless Eye,Tal Rasha's set / orb / FCR + mana,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%233FC85B%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Tal Rasha's Adjudication,Tal Rasha's set / amulet / +skills + res,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%233FC85B%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%233FC85B%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%233FC85B%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%233FC85B%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Tal Rasha's Fine-Spun Cloth,Tal Rasha's set / belt / FCR + MF,600,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%233FC85B%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2220%22%20y%3D%2244%22%20width%3D%2260%22%20height%3D%2214%22%20rx%3D%223%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2243%22%20y%3D%2239%22%20width%3D%2214%22%20height%3D%2224%22%20rx%3D%222%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2246%22%20width%3D%226%22%20height%3D%2210%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Tal Rasha's Horadric Crest,Tal Rasha's set / helm / leech + res,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%233FC85B%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M28%2C54%20a22%2C22%200%200%201%2044%2C0%20L72%2C76%20L28%2C76%20Z%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2228%22%20y%3D%2256%22%20width%3D%2244%22%20height%3D%223%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2248%22%20y%3D%2259%22%20width%3D%224%22%20height%3D%2217%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Tal Rasha's Guardianship,Tal Rasha's set / armor / MF + res,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%233FC85B%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M30%2C26%20L50%2C34%20L70%2C26%20L74%2C40%20L67%2C46%20L70%2C76%20L50%2C84%20L30%2C76%20L33%2C46%20L26%2C40%20Z%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2250%22%20y1%3D%2236%22%20x2%3D%2250%22%20y2%3D%2282%22%20stroke%3D%22%231F2738%22%20stroke-width%3D%223%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Trang-Oul's Claws,Trang-Oul's set / gloves / +curses + FCR,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%233FC85B%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2238%22%20y%3D%2244%22%20width%3D%2226%22%20height%3D%2226%22%20rx%3D%225%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2228%22%20width%3D%225%22%20height%3D%2220%22%20rx%3D%222%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2254%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%233FC85B%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2264%22%20y%3D%2248%22%20width%3D%229%22%20height%3D%2211%22%20rx%3D%224%22%20fill%3D%22%233FC85B%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
